label:Exp2Syn[0].i
4001
-0.0125	-0
0.0125	-0
0.0375	-0
0.0625	-0
0.0875	-0
0.1125	-0
0.1375	-0
0.1625	-0
0.1875	-0
0.2125	-0
0.2375	-0
0.2625	-0
0.2875	-0
0.3125	-0
0.3375	-0
0.3625	-0
0.3875	-0
0.4125	-0
0.4375	-0
0.4625	-0
0.4875	-0
0.5125	-0
0.5375	-0
0.5625	-0
0.5875	-0
0.6125	-0
0.6375	-0
0.6625	-0
0.6875	-0
0.7125	-0
0.7375	-0
0.7625	-0
0.7875	-0
0.8125	-0
0.8375	-0
0.8625	-0
0.8875	-0
0.9125	-0
0.9375	-0
0.9625	-0
0.9875	-0
1.0125	-0
1.0375	-0.00289202
1.0625	-0.00541813
1.0875	-0.00762037
1.1125	-0.00953702
1.1375	-0.0112023
1.1625	-0.0126465
1.1875	-0.0138963
1.2125	-0.014975
1.2375	-0.0159034
1.2625	-0.0166996
1.2875	-0.0173794
1.3125	-0.0179569
1.3375	-0.0184444
1.3625	-0.0188528
1.3875	-0.0191916
1.4125	-0.0194692
1.4375	-0.0196931
1.4625	-0.0198697
1.4875	-0.0200049
1.5125	-0.0201036
1.5375	-0.0201704
1.5625	-0.0202091
1.5875	-0.0202234
1.6125	-0.0202161
1.6375	-0.0201901
1.6625	-0.0201476
1.6875	-0.0200909
1.7125	-0.0200216
1.7375	-0.0199415
1.7625	-0.019852
1.7875	-0.0197544
1.8125	-0.0196497
1.8375	-0.0195389
1.8625	-0.019423
1.8875	-0.0193027
1.9125	-0.0191786
1.9375	-0.0190513
1.9625	-0.0189214
1.9875	-0.0187892
2.0125	-0.0186553
2.0375	-0.01852
2.0625	-0.0183836
2.0875	-0.0182463
2.1125	-0.0181083
2.1375	-0.01797
2.1625	-0.0178315
2.1875	-0.0176929
2.2125	-0.0175545
2.2375	-0.0174162
2.2625	-0.0172782
2.2875	-0.0171407
2.3125	-0.0170036
2.3375	-0.0168672
2.3625	-0.0167313
2.3875	-0.0165962
2.4125	-0.0164617
2.4375	-0.0163281
2.4625	-0.0161952
2.4875	-0.0160632
2.5125	-0.015932
2.5375	-0.0158018
2.5625	-0.0156724
2.5875	-0.0155439
2.6125	-0.0154163
2.6375	-0.0152897
2.6625	-0.015164
2.6875	-0.0150392
2.7125	-0.0149154
2.7375	-0.0147926
2.7625	-0.0146707
2.7875	-0.0145497
2.8125	-0.0144297
2.8375	-0.0143106
2.8625	-0.0141925
2.8875	-0.0140753
2.9125	-0.0139591
2.9375	-0.0138438
2.9625	-0.0137294
2.9875	-0.0136159
3.0125	-0.0135034
3.0375	-0.0133918
3.0625	-0.0132811
3.0875	-0.0131713
3.1125	-0.0130623
3.1375	-0.0129543
3.1625	-0.0128472
3.1875	-0.0127409
3.2125	-0.0126355
3.2375	-0.012531
3.2625	-0.0124273
3.2875	-0.0123245
3.3125	-0.0122226
3.3375	-0.0121214
3.3625	-0.0120211
3.3875	-0.0119217
3.4125	-0.011823
3.4375	-0.0117252
3.4625	-0.0116282
3.4875	-0.0115319
3.5125	-0.0114365
3.5375	-0.0113418
3.5625	-0.011248
3.5875	-0.0111549
3.6125	-0.0110626
3.6375	-0.010971
3.6625	-0.0108802
3.6875	-0.0107902
3.7125	-0.0107009
3.7375	-0.0106123
3.7625	-0.0105244
3.7875	-0.0104373
3.8125	-0.0103509
3.8375	-0.0102653
3.8625	-0.0101803
3.8875	-0.010096
3.9125	-0.0100125
3.9375	-0.00992958
3.9625	-0.00984738
3.9875	-0.00976587
4.0125	-0.00968502
4.0375	-0.00960485
4.0625	-0.00952534
4.0875	-0.00944649
4.1125	-0.00936829
4.1375	-0.00929073
4.1625	-0.00921382
4.1875	-0.00913754
4.2125	-0.00906189
4.2375	-0.00898687
4.2625	-0.00891247
4.2875	-0.00883869
4.3125	-0.00876551
4.3375	-0.00869294
4.3625	-0.00862097
4.3875	-0.00854959
4.4125	-0.00847881
4.4375	-0.00840861
4.4625	-0.00833899
4.4875	-0.00826995
4.5125	-0.00820147
4.5375	-0.00813357
4.5625	-0.00806622
4.5875	-0.00799944
4.6125	-0.0079332
4.6375	-0.00786751
4.6625	-0.00780237
4.6875	-0.00773776
4.7125	-0.00767369
4.7375	-0.00761015
4.7625	-0.00754713
4.7875	-0.00748464
4.8125	-0.00742266
4.8375	-0.0073612
4.8625	-0.00730024
4.8875	-0.00723979
4.9125	-0.00717983
4.9375	-0.00712038
4.9625	-0.00706141
4.9875	-0.00700294
5.0125	-0.00694494
5.0375	-0.00688743
5.0625	-0.00683039
5.0875	-0.00677382
5.1125	-0.00671773
5.1375	-0.00666209
5.1625	-0.00660692
5.1875	-0.0065522
5.2125	-0.00649794
5.2375	-0.00644412
5.2625	-0.00639075
5.2875	-0.00633782
5.3125	-0.00628533
5.3375	-0.00623327
5.3625	-0.00618164
5.3875	-0.00613045
5.4125	-0.00607967
5.4375	-0.00602931
5.4625	-0.00597937
5.4875	-0.00592985
5.5125	-0.00588073
5.5375	-0.00583202
5.5625	-0.00578372
5.5875	-0.00573581
5.6125	-0.0056883
5.6375	-0.00564118
5.6625	-0.00559445
5.6875	-0.00554811
5.7125	-0.00550216
5.7375	-0.00545658
5.7625	-0.00541138
5.7875	-0.00536655
5.8125	-0.0053221
5.8375	-0.00527801
5.8625	-0.00523429
5.8875	-0.00519093
5.9125	-0.00514793
5.9375	-0.00510528
5.9625	-0.00506299
5.9875	-0.00502104
6.0125	-0.00497945
6.0375	-0.0049382
6.0625	-0.00489729
6.0875	-0.00485672
6.1125	-0.00481648
6.1375	-0.00477658
6.1625	-0.004737
6.1875	-0.00469776
6.2125	-0.00465884
6.2375	-0.00462024
6.2625	-0.00458196
6.2875	-0.004544
6.3125	-0.00450635
6.3375	-0.00446902
6.3625	-0.00443199
6.3875	-0.00439527
6.4125	-0.00435885
6.4375	-0.00432274
6.4625	-0.00428692
6.4875	-0.0042514
6.5125	-0.00421618
6.5375	-0.00418124
6.5625	-0.0041466
